Date;Open;High;Low;Close;Adj_Close;Volume
2004.09.23 00:00;105.3355;106.7095;105.1540;106.3206;106.3206;8621.7
2004.09.24 00:00;105.9461;106.1786;104.8352;105.1710;105.1710;6898.6
2004.09.27 00:00;105.8389;106.4366;105.6570;106.2287;106.2287;3625.5
2004.09.28 00:00;107.2786;108.4084;107.1998;108.1456;108.1456;9068.0
2004.09.29 00:00;106.8574;107.3765;106.4681;106.9612;106.9612;13920.5
2004.09.30 00:00;108.4153;110.0986;107.9682;109.8882;109.8882;15020.0
2004.10.01 00:00;108.9052;109.2962;108.5142;109.2180;109.2180;4991.3
2004.10.04 00:00;109.3111;109.4417;107.4818;109.4417;109.4417;3454.0
2004.10.05 00:00;107.9253;109.4127;107.5861;109.1517;109.1517;3202.1
2004.10.06 00:00;110.0666;110.3821;109.2778;109.7248;109.7248;3932.1
2004.10.07 00:00;109.4448;109.8636;109.0783;109.1830;109.1830;12438.7
2004.10.08 00:00;107.4377;108.9824;107.3089;108.7250;108.7250;2592.2
2004.10.11 00:00;109.6657;109.6917;109.1726;109.4321;109.4321;2741.7
2004.10.12 00:00;110.8389;111.0494;108.5500;109.1288;109.1288;3377.1
2004.10.13 00:00;108.7283;109.0691;107.2342;108.8594;108.8594;5015.6
2004.10.14 00:00;108.7718;109.6627;108.4312;109.3483;109.3483;5428.4
2004.10.15 00:00;109.5396;110.4584;109.5134;109.8021;109.8021;3818.0
2004.10.18 00:00;108.4225;108.8634;107.6964;107.6964;107.6964;4130.7
2004.10.19 00:00;107.6555;108.9257;107.3962;108.6924;108.6924;4707.5
2004.10.20 00:00;108.1153;109.7140;108.1153;109.0951;109.0951;3648.4
2004.10.21 00:00;110.0409;110.7431;109.6248;110.0929;110.0929;4679.0
2004.10.22 00:00;111.3290;111.5654;110.7248;111.3027;111.3027;3835.7
2004.10.25 00:00;112.2030;113.3092;112.2030;112.6771;112.6771;4485.6
2004.10.26 00:00;111.0500;111.1278;110.0129;110.5314;110.5314;3716.3
2004.10.27 00:00;111.2942;111.8688;110.4323;110.6935;110.6935;4673.2
2004.10.28 00:00;109.4714;110.3766;108.6956;109.6007;109.6007;5295.4
2004.10.29 00:00;110.8699;111.9151;110.6086;111.8629;111.8629;5121.6
2004.11.01 00:00;113.1697;113.3014;112.1423;112.4321;112.4321;4635.1
2004.11.02 00:00;110.1587;110.2619;107.6281;108.7384;108.7384;4576.3
2004.11.03 00:00;110.5001;112.1023;110.0010;111.9710;111.9710;4662.3
2004.11.04 00:00;111.7338;113.3053;111.3933;112.3886;112.3886;4549.3
2004.11.05 00:00;111.2920;112.4591;110.0989;112.3295;112.3295;5468.2
2004.11.08 00:00;113.1275;113.4406;112.3709;112.6057;112.6057;3931.1
2004.11.09 00:00;111.2628;112.3186;110.9281;111.9581;111.9581;4767.0
2004.11.10 00:00;112.9896;113.8481;112.3912;112.7294;112.7294;4915.6
2004.11.11 00:00;112.1093;112.8355;111.9278;112.5761;112.5761;3182.4
2004.11.12 00:00;114.1979;115.4352;114.1979;115.1193;115.1193;4899.6
2004.11.15 00:00;114.1264;114.5170;113.3192;113.5275;113.5275;4835.2
2004.11.16 00:00;113.9734;115.1503;113.7119;114.8887;114.8887;7855.2
2004.11.17 00:00;112.8107;114.4844;112.7849;114.3557;114.3557;7799.7
2004.11.18 00:00;114.5777;114.8612;113.3149;113.8046;113.8046;4381.6
2004.11.19 00:00;114.5976;116.1539;114.4679;115.8426;115.8426;5172.0
2004.11.22 00:00;116.3870;116.9608;116.2045;116.9086;116.9086;2986.6
2004.11.23 00:00;117.4220;117.6577;116.6886;117.1077;117.1077;3713.6
2004.11.24 00:00;114.9363;115.5279;114.9106;115.4508;115.4508;4947.6
2004.11.26 00:00;119.3245;119.6402;118.1144;118.7195;118.7195;1296.5
2004.11.29 00:00;118.5337;119.3217;117.9296;118.9277;118.9277;3864.7
2004.11.30 00:00;118.5897;118.7731;117.2796;117.9870;117.9870;5872.0
2004.12.01 00:00;116.3981;117.5603;116.1657;117.1987;117.1987;4719.2
2004.12.02 00:00;118.6802;119.2027;116.6687;117.1128;117.1128;4662.9
2004.12.06 00:00;119.4665;119.6502;118.2589;118.6002;118.6002;3484.5
2004.12.07 00:00;118.0247;118.8088;117.5543;117.6850;117.6850;5436.2
2004.12.08 00:00;117.8018;117.8804;113.3496;115.1567;115.1567;9900.5
2004.12.09 00:00;113.0663;113.4524;111.0588;112.4229;112.4229;14629.0
2004.12.10 00:00;113.4837;113.4837;112.0554;112.6267;112.6267;4360.2
2004.12.13 00:00;114.4097;115.8059;114.3570;115.5952;115.5952;3537.8
2004.12.14 00:00;115.5517;115.6834;114.4715;114.6032;114.6032;4419.8
2004.12.15 00:00;113.0108;114.4118;112.8033;114.3599;114.3599;3835.8
2004.12.16 00:00;113.7600;114.1990;112.3400;112.7272;112.7272;5997.7
2004.12.17 00:00;114.3798;115.6105;114.3798;115.4796;115.4796;4570.5
2004.12.20 00:00;114.0187;114.6130;113.7604;114.2254;114.2254;2568.6
2004.12.21 00:00;113.9714;114.3067;113.5328;113.7908;113.7908;2801.4
2004.12.22 00:00;114.1199;114.4821;113.3698;113.6026;113.6026;3028.0
2004.12.23 00:00;114.5664;115.2966;114.5403;115.2183;115.2183;2581.6
2004.12.27 00:00;114.1697;114.8146;113.9633;114.4792;114.4792;1988.9
2004.12.28 00:00;114.8645;115.0713;114.3474;114.6059;114.6059;2285.4
2004.12.29 00:00;115.6642;115.7948;113.0539;113.7587;113.7587;6904.2
2004.12.30 00:00;114.2561;114.9379;113.6267;114.5970;114.5970;3425.4
2005.01.03 00:00;113.9583;114.0104;111.2468;111.7161;111.7161;4815.6
2005.01.04 00:00;112.4773;112.5297;111.0101;111.8223;111.8223;5842.0
2005.01.05 00:00;111.7955;112.5053;111.6641;112.0058;112.0058;4925.8
2005.01.06 00:00;110.9954;111.2559;109.4064;109.6148;109.6148;4318.5
2005.01.07 00:00;111.0974;111.8350;109.7274;110.2807;110.2807;5480.0
2005.01.10 00:00;108.4328;109.0020;108.2258;108.4846;108.4846;3942.2
2005.01.11 00:00;108.0923;108.8137;107.9634;108.6334;108.6334;6338.5
2005.01.12 00:00;110.9578;112.3513;110.4582;111.9569;111.9569;8755.2
2005.01.13 00:00;111.7812;111.9649;110.9674;111.4399;111.4399;6120.5
2005.01.14 00:00;110.7104;110.7364;109.4082;110.0593;110.0593;6292.5
2005.01.17 00:00;110.3532;110.5625;110.1439;110.1962;110.1962;395.3
2005.01.18 00:00;110.1241;110.6469;109.9934;110.4378;110.4378;2875.4
2005.01.19 00:00;109.1766;110.1839;108.8667;109.1508;109.1508;7287.3
2005.01.20 00:00;108.8913;108.9944;108.1951;108.7366;108.7366;5927.9
2005.01.21 00:00;110.7916;112.4476;110.5551;112.1585;112.1585;7683.4
2005.01.24 00:00;110.8321;111.1180;110.7022;110.9101;110.9101;4194.4
2005.01.25 00:00;110.3395;110.4687;108.6590;108.9951;108.9951;7681.2
2005.01.26 00:00;110.7832;112.3076;110.5992;111.9922;111.9922;6784.7
2005.01.27 00:00;111.5549;111.9739;110.9265;111.5549;111.5549;5816.8
2005.01.28 00:00;110.8268;111.1129;110.1505;110.9308;110.9308;6284.3
2005.01.31 00:00;110.8116;110.8116;109.1709;109.9261;109.9261;8370.1
2005.02.01 00:00;111.1125;111.1125;110.3228;110.6913;110.6913;6494.1
2005.02.02 00:00;110.7162;111.1109;110.4005;110.8478;110.8478;4807.8
2005.02.03 00:00;109.0395;109.1431;107.3293;108.0030;108.0030;7172.0
2005.02.04 00:00;108.4920;108.6482;107.6068;107.8411;107.8411;6474.5
2005.02.07 00:00;107.4792;107.9727;107.0636;107.2714;107.2714;6785.5
2005.02.08 00:00;108.4473;108.7364;107.7904;108.3422;108.3422;7106.1
2005.02.09 00:00;106.1378;106.4210;105.5198;106.2923;106.2923;5741.4
2005.02.10 00:00;107.4210;108.7731;106.9529;108.4871;108.4871;8192.4
2005.02.11 00:00;108.5814;109.8318;108.3208;109.4931;109.4931;6967.6
2005.02.14 00:00;110.7099;112.1052;110.7099;111.9736;111.9736;8510.2
2005.02.15 00:00;110.9310;111.4795;110.5392;110.9571;110.9571;7915.5
2005.02.16 00:00;111.6615;111.8455;110.8203;111.6352;111.6352;7906.3
2005.02.17 00:00;111.0730;112.1206;110.9682;111.7277;111.7277;7038.1
2005.02.18 00:00;110.0547;110.4420;109.8223;110.2096;110.2096;5415.0
2005.02.22 00:00;111.8234;113.2273;111.7454;113.0453;113.0453;7353.9
2005.02.23 00:00;113.2915;113.5524;112.4828;113.0306;113.0306;7606.8
2005.02.24 00:00;112.5350;113.3665;112.1972;112.5610;112.5610;7367.8
2005.02.25 00:00;111.6698;112.2891;111.1022;112.1858;112.1858;7017.5
2005.02.28 00:00;113.2572;114.0651;113.2312;113.3615;113.3615;8000.4
2005.03.01 00:00;114.1170;114.1432;112.8840;113.2775;113.2775;7527.7
2005.03.02 00:00;112.6288;112.9156;111.6384;112.7592;112.7592;4284.4
2005.03.03 00:00;113.3380;113.6792;112.4980;112.6555;112.6555;5837.8
2005.03.04 00:00;111.0281;112.4767;110.8988;112.2181;112.2181;7521.5
2005.03.07 00:00;111.8574;112.1152;111.3417;111.9089;111.9089;5043.1
2005.03.08 00:00;113.5894;115.1587;113.4586;115.0802;115.0802;2626.0
2005.03.09 00:00;114.1088;114.7056;113.7716;114.1867;114.1867;4854.6
2005.03.10 00:00;114.2837;114.9595;114.2317;114.7775;114.7775;3747.4
2005.03.11 00:00;115.8327;117.0912;115.2559;116.4882;116.4882;3317.3
2005.03.14 00:00;116.4229;116.4229;115.0618;115.1665;115.1665;3637.0
2005.03.15 00:00;113.5157;114.4700;113.2835;113.5415;113.5415;3201.6
2005.03.16 00:00;114.1194;115.0010;113.9119;114.7936;114.7936;3573.8
2005.03.17 00:00;113.9680;114.2255;112.5517;112.8607;112.8607;3523.5
2005.03.18 00:00;113.6006;113.8078;112.8234;113.6783;113.6783;3171.8
2005.03.21 00:00;114.4433;114.4433;111.7073;112.2545;112.2545;3528.8
2005.03.22 00:00;111.3935;111.6519;109.9723;110.1532;110.1532;4469.9
2005.03.23 00:00;110.1546;110.7755;109.5596;109.8959;109.8959;5315.4
2005.03.24 00:00;109.4685;109.8036;109.1850;109.2366;109.2366;5183.1
2005.03.28 00:00;110.2853;110.7531;109.9734;110.6752;110.6752;1758.1
2005.03.29 00:00;111.1697;111.6400;111.0652;111.1175;111.1175;3792.8
2005.03.30 00:00;111.8166;112.4477;111.7114;111.8429;111.8429;6643.5
2005.03.31 00:00;111.7108;112.5513;111.6845;112.3674;112.3674;5485.8
2005.04.01 00:00;110.8683;111.0239;109.9092;110.1944;110.1944;5944.7
2005.04.04 00:00;111.1467;111.4343;110.2838;110.6760;110.6760;5981.3
2005.04.05 00:00;109.6674;110.1337;109.3306;109.8488;109.8488;5407.3
2005.04.06 00:00;109.4629;110.1598;109.2564;110.0308;110.0308;5587.5
2005.04.07 00:00;111.2269;111.8278;110.9656;111.1224;111.1224;6194.9
2005.04.08 00:00;111.6367;112.2149;111.3739;111.9783;111.9783;4813.2
2005.04.11 00:00;112.0849;113.0063;111.9533;112.5324;112.5324;5731.9
2005.04.12 00:00;111.1635;111.6312;110.6178;111.1375;111.1375;5584.8
2005.04.13 00:00;110.9131;111.2242;110.5242;110.9909;110.9909;6557.1
2005.04.14 00:00;112.7843;112.9159;111.0726;111.5993;111.5993;6637.6
2005.04.15 00:00;109.5820;110.2299;109.2969;109.8412;109.8412;6203.7
2005.04.18 00:00;111.0317;111.9745;110.7175;111.6864;111.6864;4163.8
2005.04.19 00:00;111.7677;113.6554;111.6104;113.5505;113.5505;6619.8
2005.04.20 00:00;111.9917;112.5347;111.4487;112.0951;112.0951;5718.3
2005.04.21 00:00;113.8347;114.1235;113.2047;113.3622;113.3622;6039.2
2005.04.22 00:00;111.5017;112.1462;111.1665;111.8111;111.8111;4922.1
2005.04.25 00:00;112.3813;112.5368;111.8631;112.4072;112.4072;5353.3
2005.04.26 00:00;111.9060;112.8351;111.8802;112.5513;112.5513;5674.5
2005.04.27 00:00;113.5350;113.5350;112.1819;112.3640;112.3640;6037.5
2005.04.28 00:00;112.2143;112.6041;111.6945;111.9024;111.9024;5996.4
2005.04.29 00:00;112.0516;113.4822;111.9215;112.8839;112.8839;6045.7
2005.05.02 00:00;112.4006;112.4783;110.8459;111.0791;111.0791;5407.9
2005.05.03 00:00;112.0092;112.3492;111.2247;111.6170;111.6170;6322.4
2005.05.04 00:00;109.7049;110.5547;109.6534;110.2972;110.2972;6204.0
2005.05.05 00:00;112.6353;112.9762;112.0583;112.6615;112.6615;7476.9
2005.05.06 00:00;111.1002;111.3329;109.3942;109.9370;109.9370;5997.4
2005.05.09 00:00;109.9645;110.0937;109.5766;109.9645;109.9645;8076.4
2005.05.10 00:00;111.3751;111.8986;111.3228;111.4537;111.4537;6897.2
2005.05.11 00:00;111.0260;111.5996;110.7131;111.2346;111.2346;11053.6
2005.05.12 00:00;111.5806;111.6068;109.8543;110.0636;110.0636;7087.9
2005.05.13 00:00;110.2519;110.5925;109.5706;109.8588;109.8588;6785.5
2005.05.16 00:00;108.4537;108.5570;107.8853;108.1695;108.1695;5822.5
2005.05.17 00:00;108.9515;109.4195;108.6134;108.6395;108.6395;6286.3
2005.05.18 00:00;109.7824;110.5698;109.7037;110.4385;110.4385;8179.4
2005.05.19 00:00;109.3733;109.9454;108.8792;109.2433;109.2433;5552.3
2005.05.20 00:00;109.7912;109.8957;108.7463;108.9553;108.9553;2755.5
2005.05.23 00:00;108.9731;109.1299;108.6075;108.7381;108.7381;4614.3
2005.05.24 00:00;107.6692;108.1339;107.2302;107.8499;107.8499;5655.1
2005.05.25 00:00;109.8547;110.3285;109.5651;110.1179;110.1179;5379.2
2005.05.26 00:00;107.6094;107.9954;107.0946;107.3263;107.3263;5884.3
2005.05.27 00:00;107.5497;108.2459;107.4724;108.1944;108.1944;3481.0
2005.05.31 00:00;107.9088;107.9606;106.9257;107.8312;107.8312;1918.0
2005.06.01 00:00;107.3514;107.5318;106.7330;106.8103;106.8103;2878.3
2005.06.02 00:00;107.6238;109.4343;107.5462;108.9687;108.9687;3605.0
2005.06.03 00:00;109.8619;110.5917;109.7837;109.9401;109.9401;2974.0
2005.06.06 00:00;111.2127;112.3978;111.1600;112.0818;112.0818;3577.5
2005.06.07 00:00;112.1294;112.5246;111.6551;111.7342;111.7342;2481.5
2005.06.08 00:00;111.3639;111.8891;110.9700;111.1275;111.1275;2436.2
2005.06.09 00:00;109.5430;109.9314;108.9215;109.5948;109.5948;2453.8
2005.06.10 00:00;109.1222;110.2822;108.7097;109.9729;109.9729;3247.2
2005.06.13 00:00;110.5335;111.6757;109.9364;111.1565;111.1565;3541.1
2005.06.14 00:00;111.9570;111.9570;111.5120;111.5905;111.5905;2199.4
2005.06.15 00:00;109.9555;110.7030;109.6720;110.3937;110.3937;2445.9
2005.06.16 00:00;110.2717;112.2551;110.1944;112.0748;112.0748;3361.0
2005.06.17 00:00;113.5259;114.4387;113.4477;113.9954;113.9954;3616.5
2005.06.20 00:00;112.4548;113.4326;112.4033;112.6092;112.6092;2481.9
2005.06.21 00:00;114.8845;115.1998;113.9125;115.0684;115.0684;2990.1
2005.06.22 00:00;114.0657;114.1959;113.4669;113.9616;113.9616;2165.6
2005.06.23 00:00;114.3473;115.3920;113.6943;115.0786;115.0786;3618.2
2005.06.24 00:00;114.9419;115.6990;114.2893;114.6809;114.6809;3376.8
2005.06.27 00:00;113.4290;113.5581;113.1192;113.4290;113.4290;2111.1
2005.06.28 00:00;113.8463;113.9500;112.7314;112.8092;112.8092;2537.3
2005.06.29 00:00;114.0618;114.7169;113.5902;114.4025;114.4025;2434.7
2005.06.30 00:00;113.6419;114.0321;112.9915;113.0435;113.0435;2950.2
2005.07.01 00:00;112.0589;112.5751;110.0201;110.1491;110.1491;2868.2
2005.07.04 00:00;110.8366;110.9404;110.4734;110.6550;110.6550;417.7
2005.07.05 00:00;112.0897;112.0897;110.7230;111.2224;111.2224;2430.9
2005.07.06 00:00;108.9725;109.2300;108.8438;108.9468;108.9468;2035.8
2005.07.07 00:00;110.6427;111.9761;110.1982;110.8518;110.8518;3090.1
2005.07.08 00:00;110.7422;110.8467;110.0894;110.3505;110.3505;2275.1
2005.07.11 00:00;110.1184;110.8468;110.0924;110.6387;110.6387;2215.2
2005.07.12 00:00;110.1225;110.5104;109.7863;110.2518;110.2518;3086.0
2005.07.13 00:00;110.3591;110.5662;109.4531;109.6602;109.6602;2423.7
2005.07.14 00:00;110.4095;110.5659;109.1062;109.2626;109.2626;3551.8
2005.07.15 00:00;109.4861;109.9823;109.1204;109.9823;109.9823;2773.5
2005.07.18 00:00;109.4558;109.7156;109.0661;109.2740;109.2740;1856.4
2005.07.19 00:00;109.2619;109.4697;108.6647;108.9504;108.9504;2401.7
2005.07.20 00:00;109.3004;110.0815;109.2483;110.0815;110.0815;2294.2
2005.07.21 00:00;110.5146;111.2470;110.5146;111.2470;111.2470;2301.2
2005.07.22 00:00;110.3165;110.4978;109.7983;109.9797;109.9797;2085.4
2005.07.25 00:00;111.6717;112.1450;111.4351;111.8295;111.8295;2528.6
2005.07.26 00:00;110.1832;110.2610;109.3283;109.5356;109.5356;3124.3
2005.07.27 00:00;109.9104;110.5080;109.5206;110.4560;110.4560;2410.7
2005.07.28 00:00;110.1704;111.2864;110.0666;110.9749;110.9749;3063.9
2005.07.29 00:00;110.4446;111.1679;110.2637;110.9096;110.9096;2998.9
2005.08.01 00:00;111.8192;112.5747;111.6629;112.3663;112.3663;3285.4
2005.08.02 00:00;113.2305;113.6243;113.0467;113.3092;113.3092;2902.8
2005.08.03 00:00;112.1223;113.3279;111.7723;113.0946;113.0946;3965.2
2005.08.04 00:00;114.1798;114.8340;113.8657;114.3630;114.3630;4397.7
2005.08.05 00:00;112.8833;113.3483;112.7541;112.8316;112.8316;3122.5
2005.08.08 00:00;113.6758;113.8320;112.9209;113.1291;113.1291;3359.7
2005.08.09 00:00;112.2417;112.5001;111.8023;112.3192;112.3192;2521.8
2005.08.10 00:00;112.8105;113.4855;112.6806;113.4076;113.4076;2383.1
2005.08.11 00:00;113.7028;116.2527;113.6508;115.8624;115.8624;4052.7
2005.08.12 00:00;114.7628;115.5605;114.1195;114.6856;114.6856;3393.8
2005.08.15 00:00;116.9618;116.9618;115.6760;116.0696;116.0696;2449.5
2005.08.16 00:00;116.1762;117.4121;115.7029;117.2280;117.2280;3468.3
2005.08.17 00:00;116.6522;116.7570;114.6875;115.3424;115.3424;3780.7
2005.08.18 00:00;115.0120;115.5874;114.4106;114.8813;114.8813;3264.5
2005.08.19 00:00;113.5834;114.1018;112.9094;112.9613;112.9613;2990.5
2005.08.22 00:00;112.3364;113.3925;112.1819;112.7228;112.7228;2815.5
2005.08.23 00:00;113.4891;114.0855;113.4373;113.7484;113.7484;3203.8
2005.08.24 00:00;113.8394;114.1245;112.8286;113.2692;113.2692;3469.9
2005.08.25 00:00;114.6716;115.3012;114.5929;114.8552;114.8552;2556.2
2005.08.26 00:00;113.1964;113.6099;112.6795;112.9896;112.9896;2364.9
2005.08.29 00:00;115.2401;115.7925;114.6877;114.7140;114.7140;2459.0
2005.08.30 00:00;114.5922;114.8286;112.7007;113.2786;113.2786;3668.9
2005.08.31 00:00;112.3267;113.3692;112.2225;113.2649;113.2649;2587.2
2005.09.01 00:00;113.3911;115.9990;113.2607;115.4774;115.4774;3266.5
2005.09.02 00:00;115.4879;116.6102;115.2530;115.8272;115.8272;2251.9
2005.09.06 00:00;114.6294;115.0165;114.1907;114.3972;114.3972;2846.1
2005.09.07 00:00;116.6687;117.2740;116.4055;116.9319;116.9319;4240.5
2005.09.08 00:00;116.9421;118.2848;116.7052;117.6003;117.6003;2795.7
2005.09.09 00:00;115.5437;116.2683;115.3108;116.0095;116.0095;5700.7
2005.09.12 00:00;116.5634;116.9522;115.7342;116.4080;116.4080;9386.5
2005.09.13 00:00;116.6184;116.8265;115.5784;115.9164;115.9164;4986.3
2005.09.14 00:00;116.7977;117.8973;116.7715;117.8973;117.8973;2935.6
2005.09.15 00:00;116.4367;117.9129;116.0483;117.9129;117.9129;3551.1
2005.09.16 00:00;118.1575;119.4565;117.8977;119.3266;119.3266;3492.6
2005.09.19 00:00;119.9677;122.3995;119.8108;121.2751;121.2751;3770.0
2005.09.20 00:00;119.4691;121.2730;119.3918;119.5980;119.5980;4097.6
2005.09.21 00:00;122.5046;124.4010;122.1095;124.2166;124.2166;5106.8
2005.09.22 00:00;123.1036;123.8074;120.6275;121.2530;121.2530;6305.0
2005.09.23 00:00;121.6183;121.8274;120.3637;120.9649;120.9649;4178.2
2005.09.26 00:00;120.6373;121.9163;119.6977;121.6553;121.6553;4349.2
2005.09.27 00:00;120.2240;120.2240;118.0315;119.3470;119.3470;5019.2
2005.09.28 00:00;120.2101;122.0283;119.6906;121.7426;121.7426;3789.0
2005.09.29 00:00;122.4427;123.5653;122.1294;123.0431;123.0431;4143.8
2005.09.30 00:00;124.0618;124.7989;123.0089;123.4038;123.4038;4523.8
2005.10.03 00:00;120.3626;120.6202;119.4096;119.8474;119.8474;2888.0
2005.10.04 00:00;121.2512;122.2940;120.9905;121.4337;121.4337;3847.1
2005.10.05 00:00;120.0516;120.1804;119.2016;119.7168;119.7168;3589.9
2005.10.06 00:00;121.4083;123.7602;121.2776;123.6818;123.6818;4867.3
2005.10.07 00:00;124.6159;125.2744;123.6940;124.9319;124.9319;4396.6
2005.10.10 00:00;121.8850;123.0426;121.4477;122.2194;122.2194;2884.4
2005.10.11 00:00;124.6795;125.5723;124.4956;124.8107;124.8107;4768.7
2005.10.12 00:00;123.7247;124.9482;122.2670;122.5533;122.5533;5962.3
2005.10.13 00:00;122.6939;123.2401;121.5494;122.5639;122.5639;4947.7
